date,BNB,ETH,ETH_MA20,ETH_MA50,ETH_trend_signal,raw_signal,position,BNB_ret,strategy_ret_net,equity_strategy,equity_bnb_buyhold,equity_eth_buyhold
2023-11-19,246.590557452219,2009.78161805961,1950.24952697253,1772.8444715780247,1,0,1,0.007302246003228374,0.007302246003228374,0.8807864215234914,1.2504479377093478,2.0243771805360664
2023-11-20,254.101545168359,2024.27034190532,1960.78590917592,1778.6989062244306,1,0,1,0.030459348459015434,0.030459348459015434,0.9076146020546447,1.288535767173894,2.03897112530339
2023-11-21,227.357302075444,1945.5181244886,1965.7577632524838,1784.345416136762,1,0,1,-0.10525021827472625,-0.10525021827472625,0.8120879670790646,1.1529170964240498,1.9596469885800465
2023-11-22,235.98253607534,2064.39985739334,1979.0166998977206,1792.4953587551142,1,0,1,0.0379369121693478,0.0379369121693478,0.8428960769599273,1.1966552110496285,2.079392071882824
2023-11-23,233.690038645096,2063.22440122735,1990.5472420952653,1800.7804388077147,1,0,1,-0.00971469104608691,-0.00971469104608691,0.834707601988303,1.1850300753855914,2.0782080792451323
2023-11-24,232.743864699394,2079.30062361192,2001.5358070718871,1810.106226691993,1,0,1,-0.004048841581728468,-0.004048841581728468,0.8313280031407878,1.1802320763407714,2.094401051383054
2023-11-25,234.059959948651,2084.53667621274,2010.9351614991224,1818.882427147867,1,0,1,0.005654693630514407,0.005654693630514407,0.8360289083050163,1.1869059271453843,2.0996751295744054
2023-11-26,232.048873469449,2065.37363062537,2019.2605933810632,1827.4869819462306,1,0,1,-0.008592185009529962,-0.008592185009529962,0.8288455932515443,1.1767078118304435,2.0803729169120673
2023-11-27,227.330954104956,2027.24106779661,2026.3131021917002,1835.3720025423731,1,0,1,-0.020331576249234207,-0.020331576249234207,0.8119938558735087,1.1527834872311433,2.041963425387098
2023-11-28,229.694641122355,2049.73816247808,2034.167249561659,1844.7756744301578,1,0,1,0.010397559042081506,0.010397559042081506,0.8204366099317609,1.1647696216023657,2.0646238998845696
2023-11-29,227.323118320966,2028.84542109877,2029.8191613822314,1853.9860241087083,1,0,1,-0.010324676230150875,-0.010324676230150875,0.811965867566853,1.152743752376606,2.0435794299247183
2023-11-30,227.650553364241,2051.0453308007,2028.3343749999992,1863.700682425482,1,0,1,0.001440394825187541,0.001440394825187541,0.8131354190007252,1.1544041585122966,2.0659405612071993
2023-12-01,228.449874985503,2086.10865020456,2030.3235532583276,1874.660834389246,1,0,1,0.003511178028998918,0.003511178028998918,0.8159904822185213,1.15845747703025,2.101258519654621
