Date,AAPL,AMD,AMZN,ANET,AVGO,DELL,GOOGL,META,MRVL,MSFT,MU,NVDA,ORCL,PLTR,SMCI,TSLA,TSM,VRT
2025-11-10,268.9303283691406,243.97999572753906,248.39999389648438,137.25999450683594,356.9568176269531,141.6302490234375,289.7064208984375,630.7052001953125,93.1163558959961,502.8155517578125,253.0913848876953,199.0281524658203,239.3590850830078,193.61000061035156,40.189998626708984,445.2300109863281,293.6475830078125,187.72525024414062
2025-11-11,274.73956298828125,237.52000427246094,249.10000610351562,134.92999267578125,350.552490234375,137.72943115234375,290.9147644042969,626.0330200195312,89.22111511230469,505.4786682128906,240.91143798828125,193.1387939453125,234.70767211914062,190.9600067138672,38.81999969482422,439.6199951171875,289.57012939453125,178.9406280517578
2025-11-12,272.962890625,258.8900146484375,244.1999969482422,134.97999572753906,353.7994689941406,139.6649627685547,286.3210144042969,607.9931640625,89.22111511230469,507.9232482910156,244.6982879638672,193.7787322998047,225.60362243652344,184.1699981689453,37.90999984741211,430.6000061035156,289.02313232421875,173.26409912109375
2025-11-13,272.4438171386719,247.9600067138672,237.5800018310547,130.3000030517578,338.6203918457031,132.9452362060547,278.19207763671875,608.8717041015625,87.41331481933594,500.1225891113281,236.75485229492188,186.8394775390625,216.2411651611328,172.13999938964844,35.09000015258789,401.989990234375,280.6494445800781,163.5400390625
2025-11-14,271.90484619140625,246.80999755859375,234.69000244140625,131.3699951171875,341.0904541015625,132.76657104492188,276.0350036621094,608.4424438476562,86.34461975097656,506.9692077636719,246.626708984375,190.1491241455078,221.48890686035156,174.00999450683594,36.41999816894531,404.3500061035156,283.2550048828125,170.86557006835938
2025-11-17,266.9639892578125,240.52000427246094,232.8699951171875,127.26000213623047,341.2796936035156,121.57035064697266,284.63330078125,601.0048217773438,83.34827423095703,504.2961730957031,241.75074768066406,186.5795135498047,218.5171661376953,171.25,34.099998474121094,408.9200134277344,280.46044921875,166.54818725585938
2025-11-18,266.94403076171875,230.2899932861328,222.5500030517578,123.44999694824219,339.1383361816406,121.77879333496094,283.8943176269531,596.6920776367188,78.58409118652344,490.6824035644531,228.3118133544922,181.340087890625,219.14332580566406,167.3300018310547,34.900001525878906,401.25,276.38299560546875,164.75929260253906
2025-11-19,268.0619812011719,223.5500030517578,222.69000244140625,124.80999755859375,353.0026550292969,118.49337005615234,292.4127502441406,589.3343505859375,81.22087097167969,484.0543518066406,225.73394775390625,186.49951171875,224.15252685546875,165.4199981689453,33.72999954223633,403.989990234375,280.8184814453125,170.54574584960938
2025-11-20,265.7562561035156,206.02000427246094,217.13999938964844,119.58999633789062,345.43304443359375,116.52808380126953,289.05731201171875,588.1663208007812,76.5865249633789,476.308837890625,201.2041473388672,180.6201629638672,209.40316772460938,155.7449951171875,31.559999465942383,395.2300109863281,275.9752197265625,159.5124969482422
2025-11-21,270.98651123046875,203.77999877929688,220.69000244140625,117.43000030517578,338.8395080566406,121.60012817382812,299.2534484863281,593.2578125,77.3555908203125,470.0268249511719,207.19920349121094,178.86036682128906,197.54603576660156,154.85000610351562,32.189998626708984,391.0899963378906,273.54864501953125,159.7323760986328
2025-11-24,275.4083557128906,215.0500030517578,226.27999877929688,122.16999816894531,376.448486328125,126.27513885498047,318.14776611328125,612.0264282226562,83.68785858154297,471.89849853515625,223.74557495117188,182.52996826171875,199.05674743652344,162.25,33.31999969482422,417.7799987792969,283.0760192871094,168.80682373046875
2025-11-25,276.45635986328125,206.1300048828125,229.6699981689453,125.04000091552734,383.490234375,124.98479461669922,323.0011901855469,635.1576538085938,83.32830047607422,474.8752136230469,224.34507751464844,177.80047607421875,195.82659912109375,163.5500030517578,32.47999954223633,419.3999938964844,283.1157531738281,169.5296630859375
2025-11-26,277.0353088378906,214.24000549316406,229.16000366210938,127.6500015258789,395.9801025390625,132.27027893066406,319.5159606933594,632.5520629882812,87.61306762695312,483.3475341796875,230.0703582763672,180.24020385742188,203.7081756591797,165.77000427246094,32.83000183105469,426.5799865722656,288.36676025390625,171.9790802001953
