hold_gross,part_gross,hold_net,part_net,hold_moic,part_moic,hold_irr,part_irr,hold_mdd,part_mdd
727750245.2098587,726335615.0108101,619691656.3569778,643672142.3927703,3.136854505214908,3.130756961253492,0.09302899902496722,0.09638720049450855,-0.6561855051662624,-0.6012321924795649
138015614.2026257,141164242.10719687,138015614.2026257,141164242.10719687,0.5948948888044211,0.608466560806883,-0.057431266536985895,-0.05474652118703438,-0.8532612373799757,-0.8446825876658961
685047777.592715,699258537.1024106,586609861.7005161,610990408.8686696,2.9527921447961853,3.0140454185448733,0.08815455648130546,0.0917751298695704,-0.7463905099599758,-0.6919584731833296
1204860657.5376465,1200992776.413465,992839556.0794647,992073693.2975214,5.193364903179511,5.176693001782176,0.13398674943258637,0.13392080510041499,-0.8563651639294934,-0.838251353190843
466486785.9383175,468968462.7830079,416789784.81751305,421748185.1829343,2.010718904906541,2.021415787857793,0.05710626361101227,0.058203001690500925,-0.87686975782306,-0.848789267371246
2929980563.586911,2509088695.932138,2337962409.8777523,2037927117.4062681,12.629226567184961,10.815037482466112,0.20584662931241893,0.19444916506603477,-0.5951275974929864,-0.553654873053416
204473433.6803829,206192258.78238013,204473433.6803829,206192258.78238013,0.8813510072430297,0.8887597361309488,-0.013227279825659216,-0.012337922870644613,-0.8586538344645338,-0.8202321974712816
79035284.30824843,82116682.44450204,79035284.30824843,82116682.44450204,0.3406693289148639,0.35395121743319846,-0.13190911319373086,-0.12619241299362965,-0.810703211924435,-0.8174327231159111
320474902.79321855,324425465.697103,302712350.9022939,310070570.1855246,1.381357339625942,1.3983856280047544,0.026686795621790008,0.029027998281031274,-0.8119671354174502,-0.7893482504551632
353592483.37226146,367021866.65626544,328226367.3993094,345786997.95869887,1.5241055317769892,1.5819908045528683,0.03453527409112686,0.03953262485385567,-0.7832567038062914,-0.7670253959326382
433337344.07705283,485607988.57042813,390065461.71578753,452488992.34366345,1.867833379642469,2.0931378817690867,0.05092685170404743,0.06469131325019517,-0.6960701071216959,-0.6628052707116832
1351543076.4183943,1272925507.4373503,1106466470.299771,1080128457.0637307,5.825616708699975,5.48674787688513,0.14321771605900147,0.14117013124178873,-0.7689366972756226,-0.7179209954271699
346265355.90309465,505023329.43011904,322100229.479706,482682699.3540586,1.4925230857892011,2.176824695819479,0.03271788194433356,0.07059668545296324,-0.7268926283447121,-0.6481114571161485
132836747.20505542,157806853.0428445,132836747.20505542,157806853.0428445,0.5725721862286871,0.6802019527708815,-0.06203113605871746,-0.04177107673451781,-0.8281607814022764,-0.7863959184799215
695363686.5788746,670502223.5603876,594746653.9893323,592751994.0260658,2.9972572697365285,2.890095791208567,0.08938100663995491,0.08908207045199079,-0.5969254638470485,-0.5501137956919896
746725348.5493851,704813156.4657899,634563146.34661,621121130.0892701,3.2186437437473496,3.0379877433870255,0.09512797271014495,0.09323314143302266,-0.8451289015387823,-0.8175160136194066
